"DateTime","Players","Average Players"
"2012-03-07 00:00:00",26014,
"2012-03-08 00:00:00",26343,
"2012-03-09 00:00:00",28451,
"2012-03-10 00:00:00",30030,
"2012-03-11 00:00:00",30095,
"2012-03-12 00:00:00",26781,
"2012-03-13 00:00:00",25122,
"2012-03-14 00:00:00",27043,
"2012-03-15 00:00:00",28397,
"2012-03-16 00:00:00",31583,
"2012-03-17 00:00:00",32405,
"2012-03-18 00:00:00",31417,
"2012-03-19 00:00:00",27437,
"2012-03-20 00:00:00",27422,
"2012-03-21 00:00:00",27558,
"2012-03-22 00:00:00",31865,
"2012-03-23 00:00:00",36133,
"2012-03-24 00:00:00",38596,
"2012-03-25 00:00:00",36933,
"2012-03-26 00:00:00",34441,
"2012-03-27 00:00:00",33528,
"2012-03-28 00:00:00",36163,
"2012-03-29 00:00:00",37128,
"2012-03-30 00:00:00",39910,
"2012-03-31 00:00:00",40661,
"2012-04-01 00:00:00",39847,
"2012-04-02 00:00:00",35849,
"2012-04-03 00:00:00",33762,
"2012-04-04 00:00:00",34628,
"2012-04-05 00:00:00",38702,
"2012-04-06 00:00:00",37997,
"2012-04-07 00:00:00",37414,
"2012-04-08 00:00:00",35948,
"2012-04-09 00:00:00",34111,
"2012-04-10 00:00:00",34086,
"2012-04-11 00:00:00",36582,
"2012-04-12 00:00:00",38184,
"2012-04-13 00:00:00",47205,
"2012-04-14 00:00:00",44638,
"2012-04-15 00:00:00",42522,
"2012-04-16 00:00:00",38866,
"2012-04-17 00:00:00",40906,
"2012-04-18 00:00:00",44056,
"2012-04-19 00:00:00",50109,
"2012-04-20 00:00:00",53426,
"2012-04-21 00:00:00",53303,
"2012-04-22 00:00:00",48604,
"2012-04-23 00:00:00",47750,
"2012-04-24 00:00:00",45989,
"2012-04-25 00:00:00",43659,
"2012-04-26 00:00:00",47117,
"2012-04-27 00:00:00",50368,
"2012-04-28 00:00:00",50846,
"2012-04-29 00:00:00",47405,
"2012-04-30 00:00:00",48329,
"2012-05-01 00:00:00",44391,
"2012-05-02 00:00:00",43930,
"2012-05-03 00:00:00",49005,
"2012-05-04 00:00:00",53039,
"2012-05-05 00:00:00",51878,
"2012-05-06 00:00:00",49171,
"2012-05-07 00:00:00",46270,
"2012-05-08 00:00:00",44412,
"2012-05-09 00:00:00",44074,
"2012-05-10 00:00:00",47828,
"2012-05-11 00:00:00",51321,
"2012-05-12 00:00:00",49382,
"2012-05-13 00:00:00",46077,
"2012-05-14 00:00:00",39273,
"2012-05-15 00:00:00",35758,
"2012-05-16 00:00:00",37289,
"2012-05-17 00:00:00",39921,
"2012-05-18 00:00:00",40719,
"2012-05-19 00:00:00",43504,
"2012-05-20 00:00:00",37125,
"2012-05-21 00:00:00",37744,
"2012-05-22 00:00:00",37725,
"2012-05-23 00:00:00",38456,
"2012-05-24 00:00:00",41958,
"2012-05-25 00:00:00",43822,
"2012-05-26 00:00:00",43950,
"2012-05-27 00:00:00",41905,
"2012-05-28 00:00:00",42415,
"2012-05-29 00:00:00",42576,
"2012-05-30 00:00:00",41547,
"2012-05-31 00:00:00",54098,
"2012-06-01 00:00:00",55519,
"2012-06-02 00:00:00",57901,
"2012-06-03 00:00:00",52426,
"2012-06-04 00:00:00",51161,
"2012-06-05 00:00:00",53217,
"2012-06-06 00:00:00",52856,
"2012-06-07 00:00:00",51574,
"2012-06-08 00:00:00",54040,
"2012-06-09 00:00:00",54436,
"2012-06-10 00:00:00",50965,
"2012-06-11 00:00:00",57093,
"2012-06-12 00:00:00",52085,
"2012-06-13 00:00:00",52847,
"2012-06-14 00:00:00",52847,
"2012-06-15 00:00:00",55173,
"2012-06-16 00:00:00",54638,
"2012-06-17 00:00:00",50802,
"2012-06-18 00:00:00",53139,
"2012-06-19 00:00:00",53443,
"2012-06-20 00:00:00",52659,
"2012-06-21 00:00:00",54787,
"2012-06-22 00:00:00",58113,
"2012-06-23 00:00:00",59926,
"2012-06-24 00:00:00",56954,
"2012-06-25 00:00:00",56683,
"2012-06-26 00:00:00",57238,
"2012-06-27 00:00:00",57286,
"2012-06-28 00:00:00",60217,
"2012-06-29 00:00:00",62084,
"2012-06-30 00:00:00",65425,
"2012-07-01 00:00:00",75041,
"2012-07-02 00:00:00",60228,
"2012-07-03 00:00:00",59497,
"2012-07-04 00:00:00",60026,
"2012-07-05 00:00:00",62443,
"2012-07-06 00:00:00",63809,
"2012-07-07 00:00:00",64205,
"2012-07-08 00:00:00",63422,
"2012-07-09 00:00:00",60932,
"2012-07-10 00:00:00",59984,
"2012-07-11 00:00:00",62252,
"2012-07-12 00:00:00",63871,
"2012-07-13 00:00:00",67993,
"2012-07-14 00:00:00",71015,
"2012-07-15 00:00:00",67098,
"2012-07-16 00:00:00",68630,
"2012-07-17 00:00:00",66545,
"2012-07-18 00:00:00",67216,
"2012-07-19 00:00:00",66061,
"2012-07-20 00:00:00",70753,
"2012-07-21 00:00:00",72372,
"2012-07-22 00:00:00",69750,
"2012-07-23 00:00:00",68914,
"2012-07-24 00:00:00",66929,
"2012-07-25 00:00:00",67416,
"2012-07-26 00:00:00",73650,
"2012-07-27 00:00:00",74310,
"2012-07-28 00:00:00",75355,
"2012-07-29 00:00:00",72723,
"2012-07-30 00:00:00",72386,
"2012-07-31 00:00:00",69243,
"2012-08-01 00:00:00",108689,
"2012-08-02 00:00:00",72073,
"2012-08-03 00:00:00",74376,
"2012-08-04 00:00:00",76025,
"2012-08-05 00:00:00",72061,
"2012-08-06 00:00:00",71082,
"2012-08-07 00:00:00",71463,
"2012-08-08 00:00:00",70657,
"2012-08-09 00:00:00",70398,
"2012-08-10 00:00:00",75505,
"2012-08-11 00:00:00",75726,
"2012-08-12 00:00:00",71559,
"2012-08-13 00:00:00",70019,
"2012-08-14 00:00:00",69520,
"2012-08-15 00:00:00",69927,
"2012-08-16 00:00:00",70338,
"2012-08-17 00:00:00",73551,
"2012-08-18 00:00:00",78599,
"2012-08-19 00:00:00",74711,
"2012-08-20 00:00:00",69926,
"2012-08-21 00:00:00",71310,
"2012-08-22 00:00:00",73540,
"2012-08-23 00:00:00",73043,
"2012-08-24 00:00:00",73583,
"2012-08-25 00:00:00",108472,
"2012-08-26 00:00:00",105839,
"2012-08-27 00:00:00",105167,
"2012-08-28 00:00:00",80479,
"2012-08-29 00:00:00",77752,
"2012-08-30 00:00:00",111804,
"2012-08-31 00:00:00",108557,
"2012-09-01 00:00:00",118901,
"2012-09-02 00:00:00",118479,
"2012-09-03 00:00:00",83298,
"2012-09-04 00:00:00",80584,
"2012-09-05 00:00:00",81657,
"2012-09-06 00:00:00",70409,
"2012-09-07 00:00:00",70409,
"2012-09-08 00:00:00",70409,
"2012-09-09 00:00:00",80110,
"2012-09-10 00:00:00",80574,
"2012-09-11 00:00:00",80452,
"2012-09-12 00:00:00",81733,
"2012-09-13 00:00:00",81592,
"2012-09-14 00:00:00",90409,
"2012-09-15 00:00:00",91719,
"2012-09-16 00:00:00",79965,
"2012-09-17 00:00:00",82755,
"2012-09-18 00:00:00",79405,
"2012-09-19 00:00:00",81340,
"2012-09-20 00:00:00",84664,
"2012-09-21 00:00:00",97697,
"2012-09-22 00:00:00",97784,
"2012-09-23 00:00:00",87176,
"2012-09-24 00:00:00",81954,
"2012-09-25 00:00:00",84298,
"2012-09-26 00:00:00",83483,
"2012-09-27 00:00:00",88965,
"2012-09-28 00:00:00",99129,
"2012-09-29 00:00:00",102129,
"2012-09-30 00:00:00",89750,
"2012-10-01 00:00:00",171860,
"2012-10-02 00:00:00",89614,
"2012-10-03 00:00:00",97314,
"2012-10-04 00:00:00",110976,
"2012-10-05 00:00:00",116386,
"2012-10-06 00:00:00",112941,
"2012-10-07 00:00:00",106831,
"2012-10-08 00:00:00",101962,
"2012-10-09 00:00:00",99846,
"2012-10-10 00:00:00",100426,
"2012-10-11 00:00:00",105059,
"2012-10-12 00:00:00",112481,
"2012-10-13 00:00:00",110661,
"2012-10-14 00:00:00",99318,
"2012-10-15 00:00:00",99647,
"2012-10-16 00:00:00",96812,
"2012-10-17 00:00:00",97340,
"2012-10-18 00:00:00",97340,
"2012-10-19 00:00:00",97340,
"2012-10-20 00:00:00",127958,
"2012-10-21 00:00:00",121831,
"2012-10-22 00:00:00",134845,
"2012-10-23 00:00:00",121309,
"2012-10-24 00:00:00",131905,
"2012-10-25 00:00:00",133295,
"2012-10-26 00:00:00",145041,
"2012-10-27 00:00:00",147013,
"2012-10-28 00:00:00",133301,
"2012-10-29 00:00:00",133498,
"2012-10-30 00:00:00",171931,
"2012-10-31 00:00:00",166805,
"2012-11-01 00:00:00",169631,
"2012-11-02 00:00:00",158228,
"2012-11-03 00:00:00",154925,
"2012-11-04 00:00:00",142382,
"2012-11-05 00:00:00",135504,
"2012-11-06 00:00:00",138398,
"2012-11-07 00:00:00",140618,
"2012-11-08 00:00:00",146990,
"2012-11-09 00:00:00",163993,
"2012-11-10 00:00:00",164331,
"2012-11-11 00:00:00",149020,
"2012-11-12 00:00:00",140023,
"2012-11-13 00:00:00",138005,
"2012-11-14 00:00:00",141691,
"2012-11-15 00:00:00",148705,
"2012-11-16 00:00:00",159020,
"2012-11-17 00:00:00",156169,
"2012-11-18 00:00:00",137382,
"2012-11-19 00:00:00",137902,
"2012-11-20 00:00:00",139073,
"2012-11-21 00:00:00",147056,
"2012-11-22 00:00:00",155884,
"2012-11-23 00:00:00",170248,
"2012-11-24 00:00:00",166166,
"2012-11-25 00:00:00",147390,
"2012-11-26 00:00:00",148120,
"2012-11-27 00:00:00",151154,
"2012-11-28 00:00:00",153963,
"2012-11-29 00:00:00",153010,
"2012-11-30 00:00:00",170847,
"2012-12-01 00:00:00",213521,
"2012-12-02 00:00:00",152503,
"2012-12-03 00:00:00",153770,
"2012-12-04 00:00:00",152190,
"2012-12-05 00:00:00",154020,
"2012-12-06 00:00:00",163280,
"2012-12-07 00:00:00",180544,
"2012-12-08 00:00:00",180298,
"2012-12-09 00:00:00",164689,
"2012-12-10 00:00:00",168620,
"2012-12-11 00:00:00",166710,
"2012-12-12 00:00:00",171101,
"2012-12-13 00:00:00",185975,
"2012-12-14 00:00:00",201442,
"2012-12-15 00:00:00",203484,
"2012-12-16 00:00:00",188619,
"2012-12-17 00:00:00",187555,
"2012-12-18 00:00:00",186837,
"2012-12-19 00:00:00",215557,
"2012-12-20 00:00:00",202605,
"2012-12-21 00:00:00",208194,
"2012-12-22 00:00:00",204246,
"2012-12-23 00:00:00",184129,
"2012-12-24 00:00:00",178981,
"2012-12-25 00:00:00",184889,
"2012-12-26 00:00:00",188263,
"2012-12-27 00:00:00",190168,
"2012-12-28 00:00:00",194478,
"2012-12-29 00:00:00",193507,
"2012-12-30 00:00:00",183476,
"2012-12-31 00:00:00",179569,
"2013-01-01 00:00:00",260989,
"2013-01-02 00:00:00",191548,
"2013-01-03 00:00:00",195662,
"2013-01-04 00:00:00",206468,
"2013-01-05 00:00:00",207823,
"2013-01-06 00:00:00",200878,
"2013-01-07 00:00:00",197441,
"2013-01-08 00:00:00",195051,
"2013-01-09 00:00:00",199860,
"2013-01-10 00:00:00",213862,
"2013-01-11 00:00:00",234693,
"2013-01-12 00:00:00",223423,
"2013-01-13 00:00:00",204455,
"2013-01-14 00:00:00",205046,
"2013-01-15 00:00:00",206108,
"2013-01-16 00:00:00",209216,
"2013-01-17 00:00:00",224598,
"2013-01-18 00:00:00",249092,
"2013-01-19 00:00:00",243759,
"2013-01-20 00:00:00",227237,
"2013-01-21 00:00:00",224170,
"2013-01-22 00:00:00",228490,
"2013-01-23 00:00:00",230012,
"2013-01-24 00:00:00",243819,
"2013-01-25 00:00:00",261921,
"2013-01-26 00:00:00",258661,
"2013-01-27 00:00:00",237414,
"2013-01-28 00:00:00",236552,
"2013-01-29 00:00:00",233726,
"2013-01-30 00:00:00",238047,
"2013-01-31 00:00:00",217567,
"2013-02-01 00:00:00",283870,
"2013-02-02 00:00:00",261182,
"2013-02-03 00:00:00",236051,
"2013-02-04 00:00:00",234582,
"2013-02-05 00:00:00",235657,
"2013-02-06 00:00:00",238126,
"2013-02-07 00:00:00",254630,
"2013-02-08 00:00:00",273953,
"2013-02-09 00:00:00",273967,
"2013-02-10 00:00:00",255378,
"2013-02-11 00:00:00",253257,
"2013-02-12 00:00:00",250883,
"2013-02-13 00:00:00",237422,
"2013-02-14 00:00:00",259980,
"2013-02-15 00:00:00",284234,
"2013-02-16 00:00:00",281180,
"2013-02-17 00:00:00",256970,
"2013-02-18 00:00:00",252643,
"2013-02-19 00:00:00",253259,
"2013-02-20 00:00:00",255376,
"2013-02-21 00:00:00",266857,
"2013-02-22 00:00:00",274436,
"2013-02-23 00:00:00",283477,
"2013-02-24 00:00:00",250751,
"2013-02-25 00:00:00",253759,
"2013-02-26 00:00:00",248683,
"2013-02-27 00:00:00",252186,
"2013-02-28 00:00:00",269649,
"2013-03-01 00:00:00",325598,
"2013-03-02 00:00:00",289711,
"2013-03-03 00:00:00",256668,
"2013-03-04 00:00:00",257875,
"2013-03-05 00:00:00",257117,
"2013-03-06 00:00:00",265725,
"2013-03-07 00:00:00",266333,
"2013-03-08 00:00:00",303068,
"2013-03-09 00:00:00",325897,
"2013-03-10 00:00:00",267082,
"2013-03-11 00:00:00",263995,
"2013-03-12 00:00:00",260335,
"2013-03-13 00:00:00",262759,
"2013-03-14 00:00:00",279310,
"2013-03-15 00:00:00",297313,
"2013-03-16 00:00:00",293090,
"2013-03-17 00:00:00",261736,
"2013-03-18 00:00:00",263445,
"2013-03-19 00:00:00",263566,
"2013-03-20 00:00:00",270405,
"2013-03-21 00:00:00",281979,
"2013-03-22 00:00:00",303083,
"2013-03-23 00:00:00",311078,
"2013-03-24 00:00:00",281143,
"2013-03-25 00:00:00",272025,
"2013-03-26 00:00:00",274017,
"2013-03-27 00:00:00",282141,
"2013-03-28 00:00:00",299627,
"2013-03-29 00:00:00",301486,
"2013-03-30 00:00:00",293265,
"2013-03-31 00:00:00",274605,
"2013-04-01 00:00:00",299667,
"2013-04-02 00:00:00",271429,
"2013-04-03 00:00:00",267248,
"2013-04-04 00:00:00",285748,
"2013-04-05 00:00:00",297580,
"2013-04-06 00:00:00",300414,
"2013-04-07 00:00:00",273058,
"2013-04-08 00:00:00",270882,
"2013-04-09 00:00:00",269293,
"2013-04-10 00:00:00",269683,
"2013-04-11 00:00:00",282225,
"2013-04-12 00:00:00",297510,
"2013-04-13 00:00:00",292130,
"2013-04-14 00:00:00",261387,
"2013-04-15 00:00:00",262444,
"2013-04-16 00:00:00",259406,
"2013-04-17 00:00:00",260680,
"2013-04-18 00:00:00",270114,
"2013-04-19 00:00:00",285389,
"2013-04-20 00:00:00",286189,
"2013-04-21 00:00:00",267804,
"2013-04-22 00:00:00",267223,
"2013-04-23 00:00:00",264998,
"2013-04-24 00:00:00",261898,
"2013-04-25 00:00:00",269414,
"2013-04-26 00:00:00",286214,
"2013-04-27 00:00:00",292781,
"2013-04-28 00:00:00",266221,
"2013-04-29 00:00:00",275774,
"2013-04-30 00:00:00",261609,
"2013-05-01 00:00:00",325815,
"2013-05-02 00:00:00",272184,
"2013-05-03 00:00:00",292144,
"2013-05-04 00:00:00",280686,
"2013-05-05 00:00:00",259738,
"2013-05-06 00:00:00",256628,
"2013-05-07 00:00:00",262217,
"2013-05-08 00:00:00",252705,
"2013-05-09 00:00:00",269240,
"2013-05-10 00:00:00",298705,
"2013-05-11 00:00:00",295032,
"2013-05-12 00:00:00",302958,
"2013-05-13 00:00:00",304621,
"2013-05-14 00:00:00",306467,
"2013-05-15 00:00:00",302926,
"2013-05-16 00:00:00",318890,
"2013-05-17 00:00:00",329977,
"2013-05-18 00:00:00",328713,
"2013-05-19 00:00:00",312562,
"2013-05-20 00:00:00",307248,
"2013-05-21 00:00:00",304716,
"2013-05-22 00:00:00",324498,
"2013-05-23 00:00:00",303529,
"2013-05-24 00:00:00",311696,
"2013-05-25 00:00:00",318606,
"2013-05-26 00:00:00",303848,
"2013-05-27 00:00:00",317067,
"2013-05-28 00:00:00",311520,
"2013-05-29 00:00:00",308015,
"2013-05-30 00:00:00",303763,
"2013-05-31 00:00:00",312245,
"2013-06-01 00:00:00",326160,
"2013-06-02 00:00:00",298910,
"2013-06-03 00:00:00",300585,
"2013-06-04 00:00:00",295791,
"2013-06-05 00:00:00",297766,
"2013-06-06 00:00:00",301152,
"2013-06-07 00:00:00",308039,
"2013-06-08 00:00:00",326835,
"2013-06-09 00:00:00",299360,
"2013-06-10 00:00:00",301738,
"2013-06-11 00:00:00",293300,
"2013-06-12 00:00:00",296693,
"2013-06-13 00:00:00",298580,
"2013-06-14 00:00:00",305281,
"2013-06-15 00:00:00",311932,
"2013-06-16 00:00:00",301662,
"2013-06-17 00:00:00",298103,
"2013-06-18 00:00:00",296900,
"2013-06-19 00:00:00",292222,
"2013-06-20 00:00:00",289563,
"2013-06-21 00:00:00",306830,
"2013-06-22 00:00:00",315297,
"2013-06-23 00:00:00",303377,
"2013-06-24 00:00:00",293750,
"2013-06-25 00:00:00",294830,
"2013-06-26 00:00:00",293282,
"2013-06-27 00:00:00",294990,
"2013-06-28 00:00:00",306089,
"2013-06-29 00:00:00",324739,
"2013-06-30 00:00:00",301960,
"2013-07-01 00:00:00",422617,
"2013-07-02 00:00:00",299678,
"2013-07-03 00:00:00",312026,
"2013-07-04 00:00:00",319772,
"2013-07-05 00:00:00",335314,
"2013-07-06 00:00:00",328486,
"2013-07-07 00:00:00",322038,
"2013-07-08 00:00:00",314788,
"2013-07-09 00:00:00",335335,
"2013-07-10 00:00:00",333115,
"2013-07-11 00:00:00",327915,
"2013-07-12 00:00:00",334106,
"2013-07-13 00:00:00",347619,
"2013-07-14 00:00:00",334074,
"2013-07-15 00:00:00",332896,
"2013-07-16 00:00:00",328484,
"2013-07-17 00:00:00",337550,
"2013-07-18 00:00:00",350927,
"2013-07-19 00:00:00",385324,
"2013-07-20 00:00:00",396917,
"2013-07-21 00:00:00",382742,
"2013-07-22 00:00:00",390724,
"2013-07-23 00:00:00",376148,
"2013-07-24 00:00:00",391566,
"2013-07-25 00:00:00",397368,
"2013-07-26 00:00:00",410882,
"2013-07-27 00:00:00",432837,
"2013-07-28 00:00:00",417945,
"2013-07-29 00:00:00",423332,
"2013-07-30 00:00:00",411302,
"2013-07-31 00:00:00",411308,
"2013-08-01 00:00:00",520532,
"2013-08-02 00:00:00",497332,
"2013-08-03 00:00:00",494675,
"2013-08-04 00:00:00",473584,
"2013-08-05 00:00:00",439522,
"2013-08-06 00:00:00",439990,
"2013-08-07 00:00:00",443921,
"2013-08-08 00:00:00",447368,
"2013-08-09 00:00:00",471867,
"2013-08-10 00:00:00",497956,
"2013-08-11 00:00:00",477143,
"2013-08-12 00:00:00",466285,
"2013-08-13 00:00:00",463428,
"2013-08-14 00:00:00",456510,
"2013-08-15 00:00:00",457334,
"2013-08-16 00:00:00",469142,
"2013-08-17 00:00:00",482395,
"2013-08-18 00:00:00",459261,
"2013-08-19 00:00:00",451632,
"2013-08-20 00:00:00",455760,
"2013-08-21 00:00:00",458834,
"2013-08-22 00:00:00",460976,
"2013-08-23 00:00:00",473934,
"2013-08-24 00:00:00",486116,
"2013-08-25 00:00:00",476855,
"2013-08-26 00:00:00",485440,
"2013-08-27 00:00:00",484006,
"2013-08-28 00:00:00",490451,
"2013-08-29 00:00:00",500715,
"2013-08-30 00:00:00",524282,
"2013-08-31 00:00:00",384727,
"2013-09-01 00:00:00",566715,
"2013-09-02 00:00:00",483253,
"2013-09-03 00:00:00",483771,
"2013-09-04 00:00:00",491679,
"2013-09-05 00:00:00",520783,
"2013-09-06 00:00:00",541832,
"2013-09-07 00:00:00",539723,
"2013-09-08 00:00:00",475336,
"2013-09-09 00:00:00",483835,
"2013-09-10 00:00:00",428406,
"2013-09-11 00:00:00",478811,
"2013-09-12 00:00:00",508910,
"2013-09-13 00:00:00",541350,
"2013-09-14 00:00:00",536038,
"2013-09-15 00:00:00",477271,
"2013-09-16 00:00:00",477645,
"2013-09-17 00:00:00",494207,
"2013-09-18 00:00:00",483755,
"2013-09-19 00:00:00",516188,
"2013-09-20 00:00:00",536431,
"2013-09-21 00:00:00",524991,
"2013-09-22 00:00:00",484336,
"2013-09-23 00:00:00",473997,
"2013-09-24 00:00:00",499550,
"2013-09-25 00:00:00",496673,
"2013-09-26 00:00:00",513287,
"2013-09-27 00:00:00",546925,
"2013-09-28 00:00:00",567901,
"2013-09-29 00:00:00",508128,
"2013-09-30 00:00:00",492522,
"2013-10-01 00:00:00",581615,
"2013-10-02 00:00:00",502593,
"2013-10-03 00:00:00",515093,
"2013-10-04 00:00:00",546946,
"2013-10-05 00:00:00",555245,
"2013-10-06 00:00:00",481271,
"2013-10-07 00:00:00",473205,
"2013-10-08 00:00:00",485706,
"2013-10-09 00:00:00",488164,
"2013-10-10 00:00:00",497371,
"2013-10-11 00:00:00",570919,
"2013-10-12 00:00:00",561942,
"2013-10-13 00:00:00",520709,
"2013-10-14 00:00:00",508082,
"2013-10-15 00:00:00",508265,
"2013-10-16 00:00:00",516568,
"2013-10-17 00:00:00",551611,
"2013-10-18 00:00:00",581794,
"2013-10-19 00:00:00",570259,
"2013-10-20 00:00:00",510539,
"2013-10-21 00:00:00",526072,
"2013-10-22 00:00:00",519706,
"2013-10-23 00:00:00",524665,
"2013-10-24 00:00:00",544196,
"2013-10-25 00:00:00",570239,
"2013-10-26 00:00:00",582526,
"2013-10-27 00:00:00",520141,
"2013-10-28 00:00:00",513151,
"2013-10-29 00:00:00",507429,
"2013-10-30 00:00:00",455531,
"2013-10-31 00:00:00",523012,
"2013-11-01 00:00:00",702792,
"2013-11-02 00:00:00",567230,
"2013-11-03 00:00:00",521723,
"2013-11-04 00:00:00",492458,
"2013-11-05 00:00:00",502235,
"2013-11-06 00:00:00",512647,
"2013-11-07 00:00:00",541289,
